epoch,loss,target_primary_cl_mean_relative_error,target_primary_cl_ms_relative_error,target_primary_loss,target_total_cl_mean_relative_error,target_total_cl_ms_relative_error,target_total_loss,train_time,val_loss,val_target_primary_cl_mean_relative_error,val_target_primary_cl_ms_relative_error,val_target_primary_loss,val_target_total_cl_mean_relative_error,val_target_total_cl_ms_relative_error,val_target_total_loss
0,116.48393548583985,0.16914429545402526,0.18197580349445344,55.37812092590332,0.20011197635531425,0.184644821614027,49.14474831390381,96.81804902499425,57.463052667236326,0.20581480736732483,0.09444370884418488,22.313198799438478,0.2688430399131775,0.15918625232219696,23.239463831176757
1,53.25233781433106,0.05137562438938767,0.07114224334061146,21.66915891265869,0.046686645744368434,0.07561807660758495,19.852344367980958,155.13128024300386,34.12841112487793,0.006007106194347143,0.016293913652300835,10.90225339904785,-0.0658690695309639,0.03274030218601227,11.748814257202149
2,43.00659193097302,0.0208668377152523,0.037527666445924306,16.31486338980396,0.019514377386916023,0.04339604044825342,15.58699560323205,206.56717718399887,29.75899968688965,-0.01887762849032879,0.014726759133040905,9.64056635345459,-0.014451363652348519,0.014990661149322987,9.434726614379883
3,39.086231925964356,0.014961082444991917,0.027239900067448617,14.47403674697876,0.014662111756857485,0.03395046651363373,14.385320667266846,217.0871792609978,31.809064661865236,-0.010946257542520762,0.01225934389770031,9.931522558746337,0.025015814303159713,0.0142729655200243,12.116888064575196
4,36.16993991088867,0.010243282025214285,0.023377432003617287,13.25841778564453,0.015502084216917865,0.030174750693142415,13.626910552978515,227.51022265700158,29.441546320800782,0.02561169404864311,0.016336894934475422,10.347336650390625,0.03931845384120941,0.014026475756168366,10.29938007385254
5,34.504711526832054,0.008835883399474274,0.021234271629808704,12.87925535950703,0.012759371758089211,0.028013921455074347,13.271068009442002,237.97785609099083,23.71873229980469,-0.01935077386915684,0.008464870602190495,7.16759483001709,-0.006058527476266027,0.015960847980976106,8.633201815795898
6,33.02049359130859,0.007983704904210754,0.019981202736496926,12.406540466308593,0.014704539996339009,0.026983394242823124,13.082163566589356,248.5755705999909,23.947761337890626,-0.015822277278900145,0.009954009617865085,7.635640294189453,0.023082348527908324,0.012624135842621327,9.148722194519044
7,31.55431329345703,0.007355735248187557,0.018895071126520634,12.01983521270752,0.012436978686135263,0.025774025037884712,12.695687839508057,259.0162492859963,24.031529046630858,-0.005130397561341524,0.009751193698644639,7.982959033203125,0.013226180040240287,0.011626054725646973,9.521380892944336
8,30.664233362607813,0.0069394974169944765,0.018237072877248375,11.903594012490899,0.01002255116741036,0.0250289344201168,12.518034306476581,269.39063910099503,24.36860178833008,-0.02050721035838127,0.009578454786390066,7.717452568664551,0.041930034524202346,0.013246127786636353,10.674158901367187
9,29.700031440734865,0.005204910719534382,0.017505666874349117,11.580431400299073,0.010187667133519426,0.024563846178352833,12.355638172149659,279.8736670539947,21.269335914916994,0.00961916937083006,0.0087548911832273,6.748783410644531,0.042292488408088684,0.013017758925259113,8.9687305368042
